study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_md5	fastq_ftp	submitted_md5	submitted_ftp	submitted_format	sample_alias
PRJEB49093	SAMEA13188663	ERS10792200	ERX8573739	ERR9030329	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	54142	MinION sequencing; Raw reads: mada_2-31-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_2-31-nanopore	webin-reads-mada_2-31-nanopore	aa0b5013277e6daf4ed0bf8dd7be75cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030329/ERR9030329.fastq.gz	76784a63b09815d2b8de2b1995fd462a	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030329/mada_2-31.subsampled.fastq.gz	FASTQ	mada_2-31
PRJEB49093	SAMEA13188741	ERS10792278	ERX8573740	ERR9030330	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	234695	MinION sequencing; Raw reads: mada_1-20-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-20-nanopore	webin-reads-mada_1-20-nanopore	b3e0867ad07297a4ac8a97834d9f7336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030330/ERR9030330.fastq.gz	99bd41a76817915cc2114a36af6ec242	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030330/mada_1-20.subsampled.fastq.gz	FASTQ	mada_1-20
PRJEB49093	SAMEA13188780	ERS10792317	ERX8573741	ERR9030331	1773	Mycobacterium tuberculosis	ILLUMINA	NextSeq 500		PAIRED	WGS	GENOMIC	unspecified	1752928	NextSeq 500 sequencing; Raw reads: R32929-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R32929-illumina	webin-reads-R32929-illumina	7b134f68bf7ae4d0a4307225288ceeeb;f143dc2beb40a81e8b1cf578fc1842ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030331/ERR9030331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030331/ERR9030331_2.fastq.gz	441c169351d8e50898d8da7d25d7ee14;4a7ad6f10d5ac998c7d6e26b12178bdd	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030331/R32929.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030331/R32929.subsampled.R2.fastq.gz	FASTQ;FASTQ	R32929
PRJEB49093	SAMEA13188731	ERS10792268	ERX8573742	ERR9030332	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	134005	MinION sequencing; Raw reads: mada_125-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_125-nanopore	webin-reads-mada_125-nanopore	3a0cff53fc80a3ae1909c7122a1933dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030332/ERR9030332.fastq.gz	6c980873c1c75c53ae232a44b23a9b96	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030332/mada_125.subsampled.fastq.gz	FASTQ	mada_125
PRJEB49093	SAMEA13188709	ERS10792246	ERX8573743	ERR9030333	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	93534	MinION sequencing; Raw reads: mada_139-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_139-nanopore	webin-reads-mada_139-nanopore	53e9c87f3d1968291d2050a1dd0f3299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030333/ERR9030333.fastq.gz	28c5f8d1ae6337ba57651eeaed6ffde8	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030333/mada_139.subsampled.fastq.gz	FASTQ	mada_139
PRJEB49093	SAMEA13188801	ERS10792338	ERX8573744	ERR9030334	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	GridION		SINGLE	WGS	GENOMIC	unspecified	185442	GridION sequencing; Raw reads: 18_0622365-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-18_0622365-nanopore	webin-reads-18_0622365-nanopore	7858417a214e0b165cedc4c2526dd963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030334/ERR9030334.fastq.gz	9526d41c7166df63d1466e8291afc8d6	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030334/18_0622365.subsampled.fastq.gz	FASTQ	18_0622365
PRJEB49093	SAMEA13188674	ERS10792211	ERX8573745	ERR9030335	1773	Mycobacterium tuberculosis	PACBIO_SMRT	Sequel		SINGLE	WGS	GENOMIC	unspecified	43240	Sequel sequencing; Raw reads: mada_130-pacbio	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_130-pacbio	webin-reads-mada_130-pacbio	3de35162b953a4e41f47f64c86f46f5e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030335/ERR9030335.fastq.gz	e0782eeca3fb2aa89b9f7b005b9e9a37	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030335/mada_130.pacbio.fastq.gz	FASTQ	mada_130
PRJEB49093	SAMEA13188751	ERS10792288	ERX8573746	ERR9030336	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	82083	MinION sequencing; Raw reads: R30234-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R30234-nanopore	webin-reads-R30234-nanopore	74883438fa4ec43588214ab7710fe328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030336/ERR9030336.fastq.gz	a27fa0bc78f93719e6c0769e7cc6cb39	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030336/R30234.subsampled.fastq.gz	FASTQ	R30234
PRJEB49093	SAMEA13188659	ERS10792196	ERX8573747	ERR9030337	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_109-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_109-illumina	webin-reads-mada_109-illumina	ed716374d06e7b28b94cd1995c389f31;5a0284c3abde8a350be3aa5b9674af76	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030337/ERR9030337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030337/ERR9030337_2.fastq.gz	b7209c45b00484c23e4ec7085731cbba;71396efa0ab8d26b73cd7d611f7dc1b3	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030337/mada_109.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030337/mada_109.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_109
PRJEB49093	SAMEA13188666	ERS10792203	ERX8573748	ERR9030338	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_2-1-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_2-1-illumina	webin-reads-mada_2-1-illumina	9ee690baeb2a22c23e2d953f71aa6e1e;64253d8cb1c2949070d14598668b54bd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030338/ERR9030338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030338/ERR9030338_2.fastq.gz	5268142449361ae5d9a1922c239a36d9;904b6f865996e7e57bd7429c329d84fc	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030338/mada_2-1.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030338/mada_2-1.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_2-1
PRJEB49093	SAMEA13188685	ERS10792222	ERX8573750	ERR9030340	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	228140	MinION sequencing; Raw reads: mada_116-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_116-nanopore	webin-reads-mada_116-nanopore	5654433c485c2bd80049539a55b65a4d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030340/ERR9030340.fastq.gz	ce204f9c64c8792e7808564eea79f40f	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030340/mada_116.subsampled.fastq.gz	FASTQ	mada_116
PRJEB49093	SAMEA13188708	ERS10792245	ERX8573751	ERR9030341	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	148021	MinION sequencing; Raw reads: mada_151-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_151-nanopore	webin-reads-mada_151-nanopore	b1e79190f4f04979701b4695f292e4f5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030341/ERR9030341.fastq.gz	575a110d9fc014cc6dbbb825625ee6eb	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030341/mada_151.subsampled.fastq.gz	FASTQ	mada_151
PRJEB49093	SAMEA13188678	ERS10792215	ERX8573752	ERR9030342	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	231949	MinION sequencing; Raw reads: mada_1-25-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-25-nanopore	webin-reads-mada_1-25-nanopore	6feb36fee5889c31e242f1220fed32bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030342/ERR9030342.fastq.gz	9c9641b92de54faba379a5ad02eba8d5	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030342/mada_1-25.subsampled.fastq.gz	FASTQ	mada_1-25
PRJEB49093	SAMEA13188775	ERS10792312	ERX8573753	ERR9030343	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	223232	MinION sequencing; Raw reads: R28703-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R28703-nanopore	webin-reads-R28703-nanopore	19f1866e83cd6ebee3829dd250b4b115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030343/ERR9030343.fastq.gz	071eb29b800ac3dc6c038d687e8fddd3	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030343/R28703.subsampled.fastq.gz	FASTQ	R28703
PRJEB49093	SAMEA13188724	ERS10792261	ERX8573754	ERR9030344	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	167872	MinION sequencing; Raw reads: mada_1-2-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-2-nanopore	webin-reads-mada_1-2-nanopore	61047771b12efbbcbb622f514345fafe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030344/ERR9030344.fastq.gz	bc7e5dbabf17e91303a0d1fc5503a5bb	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030344/mada_1-2.subsampled.fastq.gz	FASTQ	mada_1-2
PRJEB49093	SAMEA13188730	ERS10792267	ERX8573755	ERR9030345	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	54088	MinION sequencing; Raw reads: mada_105-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_105-nanopore	webin-reads-mada_105-nanopore	8aa7ee909c4a80c0adf72aa07960be0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030345/ERR9030345.fastq.gz	a2bd64d0dea90ca86809f3c0d4286407	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030345/mada_105.subsampled.fastq.gz	FASTQ	mada_105
PRJEB49093	SAMEA13188754	ERS10792291	ERX8573756	ERR9030346	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	74518	MinION sequencing; Raw reads: R29816-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R29816-nanopore	webin-reads-R29816-nanopore	906e15c83105752e92962e9684deec89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030346/ERR9030346.fastq.gz	6e3298c95e5135d8d2bdc8d932c81a7a	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030346/R29816.subsampled.fastq.gz	FASTQ	R29816
PRJEB49093	SAMEA13188709	ERS10792246	ERX8573757	ERR9030347	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_139-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_139-illumina	webin-reads-mada_139-illumina	75ac7474f0794cff96a0b4b36024a1f4;0a45f6c4d5efccb3552fd49b3d7a9a41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030347/ERR9030347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030347/ERR9030347_2.fastq.gz	c6293ad99abeed6d4005ba51f0800f2e;ae53a9cc232b44d4d5f8898a68d574f5	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030347/mada_139.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030347/mada_139.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_139
PRJEB49093	SAMEA13188658	ERS10792195	ERX8573758	ERR9030348	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-7-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-7-illumina	webin-reads-mada_1-7-illumina	63103bfde74e93f677867c52fee86454;f2c0a84cd5569f5f9704cc96c73d86d1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030348/ERR9030348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030348/ERR9030348_2.fastq.gz	a4a7dd45d6a1d7b8b0ef3597f47b6a95;6a7c99706fdfa542313e5d4870ca0286	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030348/mada_1-7.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030348/mada_1-7.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-7
PRJEB49093	SAMEA13188691	ERS10792228	ERX8573759	ERR9030349	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	110784	MinION sequencing; Raw reads: mada_2-46-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_2-46-nanopore	webin-reads-mada_2-46-nanopore	ea854e605da825169d5f46f0f91610e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030349/ERR9030349.fastq.gz	84bcbda575d81cc8a4fcdd5070abe1e2	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030349/mada_2-46.subsampled.fastq.gz	FASTQ	mada_2-46
PRJEB49093	SAMEA13188776	ERS10792313	ERX8573760	ERR9030350	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	119966	MinION sequencing; Raw reads: R21770-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R21770-nanopore	webin-reads-R21770-nanopore	917b5d99b6c06ff50ce9c6e02e303c02	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/000/ERR9030350/ERR9030350.fastq.gz	046a3174fb2bc4d61087e1ca972a8ed9	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030350/R21770.subsampled.fastq.gz	FASTQ	R21770
PRJEB49093	SAMEA13188678	ERS10792215	ERX8573761	ERR9030351	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-25-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-25-illumina	webin-reads-mada_1-25-illumina	a85bf0f1874888bc423ace54d80736da;90f6a2d124611faa63d5bd513714eb71	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030351/ERR9030351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/001/ERR9030351/ERR9030351_2.fastq.gz	571e717b5768896db53388d5b2457bd7;879218e6ccc1fccc046fbe640f50de5b	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030351/mada_1-25.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030351/mada_1-25.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-25
PRJEB49093	SAMEA13188701	ERS10792238	ERX8573762	ERR9030352	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_134-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_134-illumina	webin-reads-mada_134-illumina	b31bddb628b98ca367c419b30643f6e5;978bf39e9f534701825fa58bf872f1e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030352/ERR9030352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/002/ERR9030352/ERR9030352_2.fastq.gz	24cebe1eac7ae65316bbb8fc62a8e74b;e5774ddeaae6728c001f7c766a63959f	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030352/mada_134.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030352/mada_134.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_134
PRJEB49093	SAMEA13188721	ERS10792258	ERX8573763	ERR9030353	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1752928	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-50-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-50-illumina	webin-reads-mada_1-50-illumina	c55419dcfdf44303534b7d7ab57b2ecc;75c761bdb7b1c5642d19ed0db28e56a9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030353/ERR9030353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/003/ERR9030353/ERR9030353_2.fastq.gz	93d26a358dc535c9ebd32967ee3af9d2;727da369ac2f9c233a722dfed7cbf8a2	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030353/mada_1-50.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030353/mada_1-50.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-50
PRJEB49093	SAMEA13188763	ERS10792300	ERX8573764	ERR9030354	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	319205	MinION sequencing; Raw reads: R27657-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R27657-nanopore	webin-reads-R27657-nanopore	0d4ea51f4e8dfd843d2532e44b640ce9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/004/ERR9030354/ERR9030354.fastq.gz	1be24cb410f9d623c9a3e17806d2c3e5	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030354/R27657.subsampled.fastq.gz	FASTQ	R27657
PRJEB49093	SAMEA13188671	ERS10792208	ERX8573765	ERR9030355	1773	Mycobacterium tuberculosis	OXFORD_NANOPORE	MinION		SINGLE	WGS	GENOMIC	unspecified	153592	MinION sequencing; Raw reads: mada_1-51-nanopore	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-51-nanopore	webin-reads-mada_1-51-nanopore	fc92258c6360ef5a3ca8018ab82978cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/005/ERR9030355/ERR9030355.fastq.gz	39e86b51bbc3045cdccffa1d909b798f	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030355/mada_1-51.subsampled.fastq.gz	FASTQ	mada_1-51
PRJEB49093	SAMEA13188662	ERS10792199	ERX8573766	ERR9030356	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_1-43-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_1-43-illumina	webin-reads-mada_1-43-illumina	8c3168dd2c1626623c7aec2e0635fe3c;252fb25c7dd07929c2e0e89850555978	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030356/ERR9030356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/006/ERR9030356/ERR9030356_2.fastq.gz	31890100e551542a85caa74462f82858;cea60f3dbbd8e611b3ba845e9230f35f	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030356/mada_1-43.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030356/mada_1-43.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_1-43
PRJEB49093	SAMEA13188681	ERS10792218	ERX8573767	ERR9030357	1773	Mycobacterium tuberculosis	ILLUMINA	Illumina HiSeq 2500		PAIRED	WGS	GENOMIC	unspecified	1764614	Illumina HiSeq 2500 sequencing; Raw reads: mada_111-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-mada_111-illumina	webin-reads-mada_111-illumina	ba62282a16ce78bce7aef8060b2a16cb;2a5b1bccf6ed6781d5f452b87bea72bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030357/ERR9030357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/007/ERR9030357/ERR9030357_2.fastq.gz	e2ff0e02548ecbe8b44cf61d3457ac1c;ff719850a8cbe2b7edc7f0c305ea93e1	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030357/mada_111.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030357/mada_111.subsampled.R2.fastq.gz	FASTQ;FASTQ	mada_111
PRJEB49093	SAMEA13188758	ERS10792295	ERX8573768	ERR9030358	1773	Mycobacterium tuberculosis	ILLUMINA	NextSeq 500		PAIRED	WGS	GENOMIC	unspecified	1550494	NextSeq 500 sequencing; Raw reads: R31095-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R31095-illumina	webin-reads-R31095-illumina	408770ddeec19708c15a06df9a908b2e;34c4ef3efb3a4404529517475d94d7ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030358/ERR9030358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/008/ERR9030358/ERR9030358_2.fastq.gz	22e02f33b36c7b54b55427d89bbb1775;c2784cf26fce328b64e74ea78498a7f3	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030358/R31095.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030358/R31095.subsampled.R2.fastq.gz	FASTQ;FASTQ	R31095
PRJEB49093	SAMEA13188760	ERS10792297	ERX8573769	ERR9030359	1773	Mycobacterium tuberculosis	ILLUMINA	NextSeq 500		PAIRED	WGS	GENOMIC	unspecified	1752928	NextSeq 500 sequencing; Raw reads: R18040-illumina	Nanopore sequencing for Mycobacterium tuberculosis drug susceptibility testing and  outbreak investigations	aba2460d-cbbc-403e-8d67-643455ee5012	webin-reads-R18040-illumina	webin-reads-R18040-illumina	78ecc0e82a1522f7a769b29b28cf408c;44fefe4f5bb4afc5ce8d776e0fdb7886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030359/ERR9030359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR903/009/ERR9030359/ERR9030359_2.fastq.gz	250fda231b3387cab3c84f104883f866;0d59cf7e356a2dc69384dae246a6e555	ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030359/R18040.subsampled.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9030359/R18040.subsampled.R2.fastq.gz	FASTQ;FASTQ	R18040
