NodeID,SeqLength,N_Asms,N_Occurrences,Jaccard_Cont_WiRv,Jaccard_Cont_WiIS6110,Jaccard_Cont_WiRv_InsSeqAndPhages,IsSVNode,MaxJC_ToOtherNode
SJJMZLBCBS,117,0,0,1.0,0.0,0.0,True,0.5411764705882353
IPEJRVTLOZ,2028,152,152,1.0,0.0,0.22722722722722724,False,0.0
CEDZFGLFLJ,2843,135,135,1.0,0.0,0.0,True,0.0
BWNKJZGPID,1465,117,117,0.0062717770034843206,0.0,0.0,True,0.0027874564459930314
GROEOCHEGP,932,151,151,1.0,0.0,0.0,True,0.0
GTAMLDBBWA,6604,152,152,1.0,0.0,0.0,False,0.0
ZLIFKTKNKE,3648,152,152,1.0,0.0,0.0,False,0.0019347705914870095
YDYXPKEPBL,186,0,0,1.0,0.0,0.0,True,0.0
LLSMXGULOP,126,0,0,0.4270833333333333,0.0,0.0,True,0.010416666666666666
BSHKNDQTPO,322,144,144,1.0,0.0,0.0,True,0.0
NGNVDNHQYA,671,100,100,0.0,0.0,0.0,True,0.0
FQSMIZOOFG,4250,152,152,0.9926540284360189,0.0,0.0,False,0.0
YVPNBYQGFU,184,0,0,0.8636363636363636,0.0,0.0,True,0.045454545454545456
QDJRUQZALL,21506,152,152,0.9985565282175451,0.0,0.0,False,0.0
KGTYVQXVTQ,3057,152,152,0.9897588371324744,0.0,0.022134126197555334,False,0.0
ZVDWOCSEKW,2287,152,152,1.0,0.0,0.0,False,0.0
RYGEVZDWDV,137,0,0,1.0,0.0,0.0,True,0.0
SUWIRGWVHQ,1947,142,142,0.0,0.0,0.0,True,0.0
MAPTOHUVDG,120,0,0,1.0,0.0,0.0,True,0.4888888888888889
CKVJYCSPOM,115,0,0,1.0,0.0,0.0,True,0.0
KHOSINFWWS,322,144,144,1.0,0.0,0.0,True,0.0
WPURDKZPID,456,152,152,1.0,0.0,0.0,False,0.0
COSBUDQSHV,265,150,150,1.0,0.0,0.0,True,0.0
TTDNCRZZFK,5655,152,152,0.9889718961223763,0.0,0.0,False,0.001422981145499822
KTVYCMPXAL,748,151,151,1.0,0.0,0.0,True,0.0
HQXSLZRNHT,2292,152,152,0.9862953138815208,0.0,0.0,False,0.0
EUZUVLUVJJ,10140,152,152,0.9969297811231058,0.0,0.0,False,0.003268297514113103
XNYFTJJQQF,240,147,147,1.0,0.0,0.0,True,0.0
TPSJHCNDAR,234,150,150,1.0,0.0,0.0,True,0.0
EVJKQDPIWR,15375,152,152,0.9913843743880948,0.0,0.0,False,0.0
OSMNWXGDPS,119,0,0,0.6404494382022472,0.0,0.0,True,0.0
LZKVNGTGFQ,5403,152,152,0.9942304113158384,0.0,0.0,False,0.0
BXGBSZDZMO,110,0,0,1.0,0.0,0.0,True,0.1875
FMMEUONMFB,6521,152,152,0.9952241565244184,0.0,0.028192882452626713,False,0.0
JFPGXHAFGI,343,151,151,1.0,0.0,0.0,True,0.0
DWRIMFKXZF,8154,152,152,0.9961817957876585,0.0,0.0,False,0.0023401896785318387
ROEURTVORW,361,152,152,1.0,0.0,0.0,False,0.0
MHJMAYTHYZ,1929,135,135,1.0,0.0,0.8751974723538705,True,0.0
CLMSGPMVIH,690,152,152,1.0,0.0,0.0,False,0.0
SLRLJZMGSI,270,149,149,1.0,0.0,0.0,True,0.0
WNYSKXTREP,545,152,152,0.883495145631068,0.0,0.0,False,0.017475728155339806
SCOSATQUMO,102,0,0,0.5510204081632653,0.0,0.0,True,0.5510204081632653
JWTGPIHBRI,326,150,150,1.0,0.0,0.0,True,0.0
JPQBZJVXQE,621,152,152,1.0,0.0,0.0,False,0.0
YGWJVPYZAT,7605,152,152,0.9918151815181518,0.0,0.0,False,0.0
EBAXHNIIBO,2604,151,151,1.0,0.0,0.0,True,0.0
OSVKYUYLGH,875,149,149,1.0,0.0,0.0,True,0.0
XSUDRMTFAB,6253,152,152,0.9900369596657561,0.0,0.0,False,0.0
RPKRLBOMIK,34832,152,152,0.9973277397850698,0.0,0.0,False,0.00022987184644560657
MCUNMJSORH,180,0,0,1.0,0.0,1.0,True,0.0
ZNEZOQJHCT,126,0,0,1.0,0.0,0.0,True,0.0
HXZZYFXLTX,180,0,0,1.0,0.0,0.0,True,0.24666666666666667
DCQOIHOHDQ,2141,151,151,0.98531501657982,0.0,0.4917100900047371,True,0.0246328754144955
QNPKFJKGHW,248,152,152,1.0,0.0,0.0,False,0.0
GXKUDLYEEO,306,149,149,1.0,0.0,0.0,True,0.010869565217391304
HOZIBVKKYX,208,148,148,1.0,0.0,0.0,True,0.1348314606741573
BCMZNKMZCZ,114,0,0,1.0,0.0,0.0,True,0.5476190476190477
RTOCRDWAAK,375,151,151,1.0,0.0,0.0,True,0.0
VTQXQUYLEY,1110,21,21,0.0,0.0,0.0,True,0.0
CBGTUCNSPH,371,152,152,1.0,0.0,0.0,False,0.0
WBKBQKSAMQ,164,0,0,1.0,0.0,0.0,True,0.48507462686567165
MDKMAKBMQB,587,152,152,1.0,0.0,0.0,False,0.0
QCIVRPEMSS,113,0,0,1.0,0.0,0.0,True,0.0
UNGKERHTDG,750,136,136,1.0,0.0,0.0,True,0.0
LIRZFOULPE,24036,152,152,0.9904190619011913,0.0,0.0,False,0.0
SMITACCFGV,258,148,148,1.0,0.0,0.0,True,0.07894736842105263
GABVRLQRAJ,790,145,145,1.0,0.0,0.0,True,0.0
FMNIHJOOTO,7081,152,152,0.9956034605020564,0.0,0.05105658771805418,False,0.0
EMNDQQFVCZ,4049,152,152,1.0,0.0,0.0,False,0.0
IVMEEFPKFN,408,151,151,1.0,0.0,0.0,True,0.0
QLXVPLTGPR,5269,148,148,0.991028822294331,0.0,0.0,True,0.0
THEUYNMVIB,672,151,151,1.0,0.0,0.0,True,0.0
YYPISKCICH,8182,152,152,0.9885917566241413,0.0,0.0,False,0.0014720314033366045
TOLMIANGGX,103,0,0,0.0,0.0,0.0,True,0.0
YJLAVWGYEG,681,1,1,0.0,0.0,0.0,True,0.0
NZRGQVQOFZ,132,0,0,1.0,0.0,0.0,True,0.0
SAUZZDDIYU,120,0,0,1.0,0.0,0.0,True,0.7666666666666667
WYAGFCNBDL,16016,152,152,0.9964934251721979,0.0,0.0,False,0.0015028177833437697
LFMCKJEQHS,108,0,0,1.0,0.0,0.0,True,1.0
KJKTTELAQL,376,149,149,1.0,0.0,0.0,True,0.0
GHXMSERPRV,106,0,0,1.0,0.0,0.0,True,0.0
CXUIMIHUEY,240,152,152,1.0,0.0,0.0,False,0.0
BDAXDCJPQM,1603,152,152,1.0,0.0,0.0,False,0.0
FFATXNHCDE,28427,152,152,0.9956333415501637,0.0,0.0,False,0.0
VQSRKXUEKU,174,0,0,1.0,0.0,0.0,True,0.0
ADHYOPWZAI,117,0,0,1.0,0.0,0.0,True,0.0
TGRWITDUAT,925,152,152,1.0,0.0,0.0,False,0.0
UWWZFTCNAP,381,151,151,0.9829059829059829,0.0,0.0,True,0.07692307692307693
AMKMAULVKI,111,0,0,1.0,0.0,0.0,True,0.14666666666666667
ZRMDMAFQPE,106,0,0,1.0,0.0,0.0,True,0.9078947368421053
PYIOGCSOLV,260,137,137,1.0,0.0,0.0,True,0.0782608695652174
DJGBSEITEC,7923,152,152,0.9921449385531483,0.0,0.0,False,0.00012669453946534905
ANXWPLMYTT,4066,152,152,1.0,0.0,0.0,False,0.0004955401387512388
XTQQVPMLXB,113,0,0,1.0,0.0,0.0,True,0.0
EBGZCKUIDX,21389,152,152,0.9970972423802612,0.0,0.0,False,0.000468186712861089
HIVJERTAVW,291,139,139,1.0,0.0,0.0,True,0.19923371647509577
KVNPOKTASD,1611,150,150,0.9803921568627451,0.0,0.0,True,0.0
SEXSRYGWGE,26014,152,152,0.9964208743842364,0.0,0.0,False,0.0001539408866995074
HLACRSPUBW,43,0,0,0.6923076923076923,0.0,0.0,True,0.6923076923076923
VUDWFGYBGA,139,0,0,0.5596330275229358,0.0,0.0,True,0.027522935779816515
VZWMUGOVVA,1362,152,152,1.0,0.0,0.0,False,0.0015015015015015015
SUPOOWUFUU,4651,152,152,0.9919930750919714,0.0,0.0,False,0.0
NYDQIJPVMN,267,149,149,1.0,0.0,0.0,True,0.0
OXUUTPGAOY,1058,137,137,1.0,0.0,0.0,True,0.0
XSZDGUTKFK,172,0,0,1.0,0.0,0.0,True,0.0
LKEATWFWQO,10317,152,152,0.9969864878001361,0.0,0.0,False,0.0007776805677068144
CNFAZSBZVW,1014,151,151,0.9684959349593496,0.0,0.0,True,0.0
NLQGYZWLWZ,123,0,0,1.0,0.0,0.0,True,0.0
JNHHQGKDKV,710,106,106,1.0,0.0,0.0,True,0.0
HWQZLPOTUJ,506,1,1,0.0,0.0,0.0,True,0.0
HRKJWDDIOL,244,136,136,0.7663551401869159,0.0,0.0,True,0.0
TEUNDONOXM,6308,152,152,0.9901242433896146,0.0,0.0,False,0.0
YOXZVNZLQR,213,149,149,1.0,0.0,0.0,True,0.0
CULVAVLHSO,100,0,0,1.0,0.0,0.0,True,0.0
UMJURSIGMC,35673,152,152,0.9966052240271582,0.0,0.0,False,0.00042083999663328003
DDIIDIHRGE,2465,152,152,0.9872375463153561,0.0,0.0,False,0.0004116920543433512
WDANSCZKWE,138,0,0,1.0,0.0,0.0,True,0.009259259259259259
YMBNPIJFBG,144,0,0,0.0,0.0,0.0,True,0.0
XWUHOIFXYC,4810,152,152,1.0,0.0,0.0,False,0.0
CFWWCIJSWW,202,150,150,1.0,0.0,0.0,True,0.0
YTQJZTFYIL,17033,152,152,0.9908839616538258,0.0,0.0,False,0.0
EPUODZUBWI,3519,152,152,1.0,0.0,0.0,False,0.0
IHIDCZWEVW,163,0,0,1.0,0.0,0.0,True,0.0
WGKKKOQIPA,3521,151,151,1.0,0.0,0.0,True,0.0
LSCXZOJKPU,2029,147,147,0.968984492246123,0.0,0.0,True,0.0030015007503751876
JGTWYPLKNL,940,1,1,0.0,0.0,0.0,True,0.0
LVUSKGQTDN,11886,152,152,0.9921558704453441,0.0,0.0,False,0.00042172739541160596
IZRQWRNFFQ,6891,152,152,0.9909634164116018,0.0,0.0,False,0.0
DJILWUGBNX,329,148,148,1.0,0.0,0.0,True,0.006688963210702341
WWODJQWYWF,424,152,152,1.0,0.0,0.0,False,0.0
TRTGDCMDUM,956,151,151,1.0,0.0,0.0,True,0.0
NHQXTKIWEO,177,0,0,1.0,0.0,0.0,True,0.0
NCHOWODNFZ,477,151,151,1.0,0.0,0.0,True,0.0
ILIMLLXPLY,1775,152,152,1.0,0.0,0.0,False,0.0
TFCZPZONEX,187,0,0,0.09271523178807947,0.0,0.0,True,0.31125827814569534
QZNOVDPHXQ,113,0,0,1.0,0.0,0.0,True,0.6265060240963856
PFKXPPOJVU,2937,62,62,1.0,0.0,0.8610251117991056,True,0.0
VMJJIWZHUQ,371,152,152,1.0,0.0,0.0,False,0.0
XAPVELHOTV,1751,152,152,0.9819872167344567,0.0,0.0,False,0.0
WZDNHZGUNC,2146,149,149,0.998109640831758,0.0,0.0,True,0.0
RHTDWOCWYG,5095,152,152,1.0,0.0,0.0,False,0.0
ANOYZEWWYQ,1209,152,152,1.0,0.0,0.0,False,0.0
LTNQROUJLL,170,0,0,1.0,0.0,0.0,True,0.0
TAZQOFMFHC,753,140,140,0.0,0.0,0.0,True,0.0
UOXBYQMICN,1123,152,152,0.9716376944190301,0.0,0.0,False,0.0
FLEWZCNGRA,110,0,0,0.19444444444444445,0.0,0.0,True,1.0
UCEMXSSZFQ,793,152,152,1.0,0.0,0.0,False,0.0
XLCRLGPYKU,399,152,152,1.0,0.0,0.0,False,0.0
DIEGKQNWWT,516,148,148,1.0,0.0,0.32098765432098764,True,0.0
RJBQVMPBPT,201,150,150,1.0,0.0,0.0,True,0.0
URKOHBYJQV,263,9,9,0.11764705882352941,0.0,0.0,True,0.05429864253393665
TWURSGFWAR,8037,152,152,0.9922567753215936,0.0,0.0,False,0.0
PKOSZCDMSG,7546,151,151,0.9917509313464609,0.0,0.0,True,0.0
TBFCUZFMWL,5279,152,152,0.9940941131644123,0.0,0.0,False,0.0
RISNNDHPDD,623,152,152,1.0,0.0,0.0,False,0.0
SUVFFBHQIM,7143,152,152,0.9918459159285815,0.0,0.0,False,0.0
OMCANQBXZL,1247,152,152,1.0,0.0,0.0,False,0.0238290879211175
PTKDMDEFMT,215,26,26,0.11695906432748537,0.0,0.0,True,0.08187134502923976
SCFWEOGHZA,73,0,0,1.0,0.0,0.0,True,0.37209302325581395
UFWXJYKKZA,387,83,83,0.9971988795518207,0.0,0.0,True,0.15406162464985995
HWVQLNUJGL,15433,152,152,0.9922742322924105,0.0,0.0,False,0.0005193793416866844
LCSRBNZQVR,890,152,152,1.0,0.0,0.0,False,0.0
VSKCYPZOAF,10535,152,152,0.9970479001999809,0.0,0.0,False,0.0
EYVMNZPAHG,1038,152,152,0.9692460317460317,0.0,0.0,False,0.0
TZCUSDQGJI,344,148,148,1.0,0.0,0.0,True,0.0
WGFTILFOQV,123,0,0,1.0,0.0,0.0,True,0.0
BSUYEWKNCT,3885,152,152,0.991958495460441,0.0,0.0,False,0.0
CHZPDNURAJ,10057,152,152,0.981450084771118,0.0,0.0,False,0.0008975765433330009
HJFQBQVFVD,4106,152,152,0.9923945044160942,0.0,0.19406280667320902,False,0.0
GSHZKYTSMU,1497,62,62,0.978401727861771,0.0,0.8142548596112311,True,0.018718502519798418
IYWRBCOEZW,13497,152,152,0.9836637706987451,0.0,0.0,False,0.0
LSCSWQQHEQ,1282,151,151,1.0,0.0,0.0,True,0.0
RLCGGMCFHU,5257,152,152,0.9852687966328678,0.0,0.0,False,0.0003826286588865506
WKMANZSTYV,4822,152,152,0.998330550918197,0.0,0.0,False,0.0
CJWHJYADNK,113,0,0,0.7469879518072289,0.0,0.0,True,0.14457831325301204
ETMFYRXZMN,904,150,150,0.9290617848970252,0.0,0.0,True,0.0
BDVLFNJAOJ,522,140,140,1.0,0.0,0.9471544715447154,True,0.0
HYJOZODCCW,6586,152,152,0.9905430140329469,0.0,0.0,False,0.0
KOSZUNALCP,208,152,152,1.0,0.0,0.0,False,0.0
SFGVGKGURW,14956,152,152,0.9979230872303363,0.0,0.0,False,0.0
KSYBSGFPGB,532,152,152,1.0,0.0,0.0,False,0.0
HYBKHANFCU,2829,151,151,1.0,0.0,0.0,True,0.0
DCKSCCMGHM,108,0,0,0.7962962962962963,0.0,0.0,True,0.1111111111111111
DNALMWGUHR,787,1,1,0.0,0.0,0.0,True,0.0
QBQDOQNXQU,1444,149,149,1.0,0.0,0.0,True,0.0
GFNLBZQHBS,114,0,0,1.0,0.0,0.0,True,0.0
RIKGBSEZIM,280,150,150,1.0,0.0,0.0,True,0.0
ICAKWITBYW,216,101,101,0.5161290322580645,0.0,0.0,True,0.0
HQYWFPXNPY,353,63,63,0.0,0.0,0.0,True,0.0
UJBLHWWFCF,246,149,149,1.0,0.0,0.0,True,0.0
IBFEQMREKM,2903,152,152,0.9784197702749738,0.0,0.0,False,0.0
MXRBVUPZVN,522,145,145,1.0,0.0,0.0,True,0.0
ONFBYSITOS,274,152,152,1.0,0.0,0.0,False,0.0
SAZOVXDQFH,152,0,0,0.0,0.0,0.0,True,0.4262295081967213
MAGTYXCBJE,587,135,135,1.0,0.0,0.40574506283662476,True,0.0
VWFZZQLTVK,452,150,150,1.0,0.0,0.0,True,0.0
JBXGRCGTVQ,826,1,1,0.0,0.0,0.0,True,0.0
PSULKNZLJE,14485,152,152,0.9978554133517814,0.0,0.0,False,0.0005534417156693186
DSTHZQMABF,1787,152,152,1.0,0.0,0.0,False,0.0
CQPAQSWYAT,655,151,151,1.0,0.0,0.0,True,0.0
MCFOOZCZKL,180,0,0,1.0,0.0,0.0,True,0.0
IMWOFUJVTH,108,0,0,0.2777777777777778,0.0,0.0,True,0.2777777777777778
APHMMZDYBK,118,0,0,1.0,0.0,0.0,True,0.0
HGLRYMOWHI,4518,60,60,0.0,0.0,0.0,True,0.0
NRDQQUZIGF,236,150,150,1.0,0.0,0.0,True,0.0
RSVXMSFRMM,264,150,150,1.0,0.0,0.0,True,0.0
LWFWCMUTSE,263,141,141,0.7510729613733905,0.0,0.0,True,0.03862660944206009
HKVADOXYVO,56,0,0,1.0,0.0,0.0,True,0.0
MLTQRZBYWJ,5548,152,152,1.0,0.0,0.0,False,0.0
GOFOHBTBVN,20850,152,152,0.9925552353506244,0.0,0.0,False,0.00024015369836695484
CVUEZYAKXJ,105,0,0,0.5866666666666667,0.0,0.0,True,0.5866666666666667
WQSVSIKOYF,10110,152,152,0.9940316323485526,0.0,0.0,False,0.0
LGMQBIVJTU,2235,150,150,0.9859410430839002,0.0,0.0,True,0.0
DODFYRJXCD,749,151,151,1.0,0.0,0.0,True,0.0
WUSPDZYWFJ,11061,152,152,0.9915692140331792,0.0,0.0,False,0.0
YFROWGOQPP,3512,152,152,0.9910970706490523,0.0,0.0,False,0.0
VOURQFSDQA,521,151,151,0.9327902240325866,0.0,0.0,True,0.0
RBSFTOTFAA,668,152,152,0.9890282131661442,0.0,0.0,False,0.0
ROQXFTKJJA,382,84,84,0.0,0.0,0.0,True,0.0
IYSKKRKRDB,397,145,145,0.9155313351498637,0.0,0.0,True,0.0
LABHGNPLBA,10147,152,152,0.9938704893722194,0.0,0.0,False,0.0
MQXYSXAFIS,776,152,152,1.0,0.0,0.0,False,0.0
XWWREOIGTY,490,1,1,0.0,0.0,0.0,True,0.0
KFBAAMUIWV,7104,152,152,0.9956177551597399,0.0,0.0,False,0.0
BSTLXRIHSO,647,150,150,1.0,0.0,0.0,True,0.0
MMJXTYWWBQ,6069,152,152,1.0,0.0,0.0,False,0.0
KACZPLLJYX,160,0,0,0.7769230769230769,0.0,0.0,True,0.3230769230769231
KZMDAQXRDY,1617,146,146,1.0,0.0,0.4045368620037807,True,0.0
BXNPZQJFGY,563,146,146,1.0,0.0,0.0,True,0.0
IPGFPDJIYC,191,0,0,1.0,0.0,0.0,True,0.0
PZGNBGYKKJ,470,146,146,1.0,0.0,0.0,True,0.0
ANJITHKQTL,4510,152,152,0.9930803571428571,0.0,0.0,False,0.0
PRENEDAYXW,1066,150,150,1.0,0.0,0.0,True,0.0
QVAYXCVWAH,155,0,0,1.0,0.0,0.0,True,0.464
WYMAORSFCR,301,151,151,0.8856088560885609,0.0,0.0,True,0.0
RBHGYAFHJY,4874,152,152,1.0,0.0,0.0,False,0.0
VPWFHFOPSC,289,151,151,0.8803088803088803,0.0,0.0,True,0.0
COVWRYNXOC,996,150,150,1.0,0.0,0.0,True,0.0
CAZDHBBXMV,9238,152,152,0.9866420503909644,0.0,0.0,False,0.0
CGIVTXTRBC,279,152,152,1.0,0.0,0.0,False,0.0
FIGQFKECDW,17564,152,152,0.9927569293943196,0.0,0.0,False,5.7032052013231435e-05
ZWGJHCWMDA,2563,152,152,1.0,0.0,0.0,False,0.0
QXZCIBSFEX,577,151,151,1.0,0.0,0.0,True,0.0
VKONYTXFPI,532,152,152,0.9382470119521913,0.0,0.0,False,0.0
PDLOIMLTBB,643,1,1,0.0,0.0,0.0,True,0.0
LSBLIRNMOF,2702,152,152,1.0,0.0,0.0,False,0.0
LRJIMBDAGE,3199,152,152,1.0,0.0,0.0,False,0.0025244556642473968
FKHXSNKJYB,1350,151,151,1.0,0.0,0.0,True,0.0
OCAOBVLYEE,294,151,151,1.0,0.0,0.0,True,0.0
RNIVHEQCAJ,141,0,0,1.0,0.0,0.0,True,0.0
SOYIDVNMJU,199,0,0,1.0,0.0,0.0,True,0.0
BEBJCUEGVW,431,143,143,1.0,0.0,0.0,True,0.0
EXRZQUSUOM,100,0,0,1.0,0.0,0.0,True,0.9857142857142858
UYRDIDPYIG,700,151,151,0.9537313432835821,0.0,0.0,True,0.0
HAYAWRFFXF,5932,152,152,1.0,0.0,0.0,False,0.0
YBKHZPRZOC,2736,151,151,0.9885439763488544,0.0,0.0,True,0.0
JWTKTFAROS,28588,152,152,0.9924364451292107,0.0,0.0,False,0.00014006583094054205
ZXHLXDVOCX,103,0,0,1.0,0.0,0.0,True,0.0
PYWOMDEDUL,384,151,151,1.0,0.0,0.0,True,0.005649717514124294
HGOSXSHFXN,43948,152,152,0.9971765563094859,0.0,0.0,False,0.0
WFAXGNOBBC,2163,152,152,1.0,0.0,0.0,False,0.0
JMMNMUAEJS,15515,152,152,0.9939941879237972,0.0,0.0,False,0.0
XEMZNLHIOX,243,28,28,1.0,0.0,0.9061032863849765,True,0.0
FGOKNBARUY,3950,152,152,1.0,0.0,0.0,False,0.0
ELHVFMLTHD,1202,152,152,1.0,0.0,0.0,False,0.011092150170648464
NPWFKQZWVZ,236,1,1,0.0,0.0,0.0,True,0.0
JABQDXRQDQ,2798,152,152,1.0,0.0,0.0,False,0.0
LNAXPMSGVW,857,137,137,0.9250302297460702,0.0,0.0,True,0.0
SEXXVZVXRU,7711,152,152,1.0,0.0,0.0,False,0.0
UHNXYXNXKV,1785,152,152,1.0,0.0,0.0,False,0.0
XZWGVZFHKZ,1780,118,118,0.9497142857142857,0.0,0.6405714285714286,True,0.0
VYNZDVJBNC,250,152,152,1.0,0.0,0.0,False,0.0
NGBHJRMQPR,5703,152,152,1.0,0.0,0.0,False,0.0
SCHMBMNLYL,134,0,0,1.0,0.0,0.0,True,0.0
SXYXYOFNDO,121,0,0,0.0,0.0,0.0,True,0.0
DBKXDMWUNK,2273,149,149,0.9884083816317432,0.0,0.0,True,0.0
AICBFLALXE,379,152,152,1.0,0.0,0.0,False,0.0
VQLXLRRUQZ,1521,151,151,1.0,0.0,0.0,True,0.0
YHHDDLEJKH,108,0,0,1.0,0.0,0.0,True,1.0
QGGFSKSJHQ,1628,152,152,1.0,0.0,0.0,False,0.0
DMLUSAUMCO,4318,152,152,0.9927705223880597,0.0,0.0,False,0.0
GJAEHOTCMB,17452,152,152,0.9982195163976796,0.0,0.0011486990982712078,False,0.0
YMQFFAUCOQ,14154,152,152,0.987607987537176,0.0,0.0,False,0.0
OPZCEPRGFK,120,0,0,1.0,0.0,0.0,True,0.0
CXVFCANDHM,1389,152,152,1.0,0.0,0.0,False,0.0
UKSSPJTUVF,105,0,0,1.0,0.0,0.0,True,0.26666666666666666
NROEWRHLBY,381,151,151,1.0,0.0,0.0,True,0.0
FQMNFCUCGM,22703,152,152,0.9933400961496053,0.0,0.0,False,0.0
LEYXSSUZXB,102,0,0,1.0,0.0,0.0,True,0.6862745098039216
TBONFSBAFC,189,0,0,0.0,0.0,0.0,True,0.0
XZSPDYLJGR,159,0,0,1.0,0.0,0.0,True,0.0
QVIDMMFSYC,2086,152,152,1.0,0.0,0.0,False,0.0
KUVGUEPKCB,3339,151,151,1.0,0.0,0.0,True,0.0
EDDFIFCOYU,149,0,0,0.8571428571428571,0.0,0.0,True,0.04201680672268908
QOCYHHTFOX,2835,152,152,1.0,0.0,0.0,False,0.0024955436720142605
JFBOFNJDXN,7314,152,152,1.0,0.0,0.0,False,0.0
JIGUXIGRJU,126,0,0,1.0,0.0,0.0,True,0.0
JVZCCUKTFG,180,0,0,1.0,0.0,0.0,True,0.0
KJWRAXAIAV,383,84,84,0.0,0.0,0.0,True,0.0
GAXYQMBMXE,25532,152,152,0.9963532271978668,0.0,0.08528742843698534,False,0.0
LMRUVNIKNW,140,0,0,0.0,0.0,0.0,True,0.0
JORXNYBPTN,108,0,0,1.0,0.0,0.0,True,0.3888888888888889
QRERNCORID,11372,152,152,0.9945335919590901,0.0,0.0,False,0.0
HMRCZVNTFJ,508,91,91,1.0,0.0,0.0,True,0.0
TIVZNDBYOT,195,0,0,1.0,0.0,0.0,True,0.0
UVOMVPGFKE,155,0,0,0.0,0.0,0.0,True,0.36
OHCFJRUKLB,214,106,106,1.0,0.0,0.0,True,0.0
KHMFXPEEZQ,3303,152,152,1.0,0.0,0.0,False,0.0
MYOAYSLQHN,7555,152,152,1.0,0.0,0.0,False,0.0
MFUKGBQEKR,6061,152,152,1.0,0.0,0.0,False,0.001326479854087216
QWYABMTHAD,160,0,0,1.0,0.0,0.0,True,0.0
QGNQUXTTLH,1452,148,148,1.0,0.0,0.0,True,0.0
JUVDMGGFXB,700,1,1,0.0,0.0,0.0,True,0.0
MHHISIDRRA,134,0,0,1.0,0.0,0.0,True,0.0
KDAWKFTVNC,145,0,0,1.0,0.0,0.0,True,0.0
TLMHHSXJPD,4277,151,151,0.9854014598540146,0.0,0.0,True,0.0
KNAQRQKIHV,9889,152,152,0.9937068615509541,0.0,0.0,False,0.0
ATXLCVZLUZ,221,150,150,1.0,0.0,0.0,True,0.27225130890052357
JHFJUZCKPJ,1835,152,152,1.0,0.0,0.0,False,0.008310249307479225
XNOEKIPICP,230,150,150,1.0,0.0,0.0,True,0.0
FRNSLTTBGO,516,152,152,1.0,0.0,0.0,False,0.0
FXLMPGHTRQ,4812,140,140,1.0,0.0,0.0,True,0.0
ZEFGXRFMKO,360,148,148,1.0,0.0,0.0,True,0.0
MWRZMZTVWK,4680,152,152,1.0,0.0,0.0,False,0.0
CVHUOZWWXB,12946,152,152,0.9975998761226386,0.0,0.0,False,0.0005419634561783834
ROEBNJXGPD,34476,152,152,0.9982000812866516,0.0,0.0,False,0.0007838355687162515
PZFOCLQEWN,13873,152,152,0.9910424041031568,0.0,0.0,False,0.0
FRZEOBFSST,167,0,0,1.0,0.0,0.0,True,0.0
XRRIYLXCHP,147,0,0,1.0,0.0,0.0,True,0.0
RJSWZVROKL,285,151,151,1.0,0.0,0.0,True,0.0
QXBGCWJIMV,162,0,0,1.0,0.0,0.0,True,0.0
YWMQOTTOTP,105,0,0,1.0,0.0,0.0,True,0.14864864864864866
GPBLAUSFGW,3339,152,152,1.0,0.0,0.0,False,0.0
HPVPTJXNVN,11105,152,152,0.9972009029345372,0.0,0.0,False,0.0
DTPQHZGTTQ,2271,150,150,1.0,0.0,0.0,True,0.0
CYYIPEBLLU,519,140,140,0.0,0.0,0.0,True,0.0
VOLFDDVJHF,1040,149,149,1.0,0.0,0.0,True,0.0
PSBLDIEQWV,30454,152,152,0.9959242703129109,0.0,0.0,False,0.0
RNPNLLJGOU,139,0,0,1.0,0.0,0.0,True,0.0
KRARPXQQCG,715,152,152,1.0,0.0,0.0,False,0.008759124087591242
XECSOEVCIM,1517,152,152,1.0,0.0,0.0006724949562878278,False,0.0
AWYRJWCOLP,1783,152,152,0.9925841414717627,0.0,0.0,False,0.0
QQAMHYCTBV,2607,152,152,0.9902987970508343,0.0,0.0,False,0.0
DMHZIPIORF,3953,152,152,1.0,0.0,0.0,False,0.0
VNVGSTECZS,146,0,0,1.0,0.0,0.0,True,0.0
KTKGSKAMHS,2405,152,152,0.9869473684210527,0.0,0.0,False,0.0
TLZYGMQNPY,29,0,0,0.0,0.0,0.0,True,0.0
BQXDDXCCWL,18827,152,152,0.9950524019790392,0.0,0.0,False,0.0
ZFHLTIRGHK,147,0,0,1.0,0.0,0.0,True,0.008547008547008548
AIOQSRZKBP,111,0,0,1.0,0.0,0.0,True,0.0
RKALVIMENU,112,0,0,1.0,0.0,0.0,True,0.0
PQUXPXUCDA,6709,152,152,1.0,0.0,0.0,False,0.0
THAPFHKMXK,143,0,0,1.0,0.0,0.0,True,0.017699115044247787
IKHHQQRRQI,617,87,87,1.0,0.0,0.0,True,0.0
DKBYSWNKEZ,132,0,0,1.0,0.0,0.0,True,0.0
BEULBPZIBD,125,0,0,0.8636363636363636,0.0,0.0,True,0.13636363636363635
ZBVCCILSIR,149,0,0,1.0,0.0,0.0,True,0.08849557522123894
WZTTFKIEMR,407,152,152,0.9177718832891246,0.0,0.0,False,0.0
NWQNDQUEID,412,147,147,1.0,0.0,0.0,True,0.0
BMSXLXNJWB,886,152,152,0.9637850467289719,0.0,0.0,False,0.0
QSHSINDKCI,11563,152,152,0.9946241220844533,0.0,0.0,False,0.0
